1,-2.62406,17.675,35
2,-3.49874,17.17,35
3,-4.37343,16.665,35
4,-5.24811,16.16,35
5,-6.1228,15.655,35
6,-6.99749,15.15,35
7,-7.87217,14.645,35
8,-8.74686,14.14,35
9,-9.62154,13.635,35
10,-10.4962,13.13,35
11,-11.3709,12.625,35
12,-12.2456,12.12,35
13,-13.1203,11.615,35
14,-13.995,11.11,35
15,-14.8697,10.605,35
16,-15.7443,10.1,35
17,-16.619,9.595,35
18,-16.619,8.585,35
19,-16.619,7.575,35
20,-16.619,6.565,35
21,-16.619,5.555,35
22,-16.619,4.545,35
23,-16.619,3.535,35
24,-16.619,2.525,35
25,-16.619,1.515,35
26,-16.619,0.505,35
27,-16.619,-0.505,35
28,-16.619,-1.515,35
29,-16.619,-2.525,35
30,-16.619,-3.535,35
31,-16.619,-4.545,35
32,-16.619,-5.555,35
33,-16.619,-6.565,35
34,-16.619,-7.575,35
35,-16.619,-8.585,35
36,-16.619,-9.595,35
37,-15.7443,-10.1,35
38,-14.8697,-10.605,35
39,-13.995,-11.11,35
40,-13.1203,-11.615,35
41,-12.2456,-12.12,35
42,-11.3709,-12.625,35
43,-10.4962,-13.13,35
44,-9.62154,-13.635,35
45,-8.74686,-14.14,35
46,-7.87217,-14.645,35
47,-6.99749,-15.15,35
48,-6.1228,-15.655,35
49,-5.24811,-16.16,35
50,-4.37343,-16.665,35
51,-3.49874,-17.17,35
52,-2.62406,-17.675,35
53,2.62406,-17.675,35
54,3.49874,-17.17,35
55,4.37343,-16.665,35
56,5.24811,-16.16,35
57,6.1228,-15.655,35
58,6.99749,-15.15,35
59,7.87217,-14.645,35
60,8.74686,-14.14,35
61,9.62154,-13.635,35
62,10.4962,-13.13,35
63,11.3709,-12.625,35
64,12.2456,-12.12,35
65,13.1203,-11.615,35
66,13.995,-11.11,35
67,14.8697,-10.605,35
68,15.7443,-10.1,35
69,16.619,-9.595,35
70,16.619,-8.585,35
71,16.619,-7.575,35
72,16.619,-6.565,35
73,16.619,-5.555,35
74,16.619,-4.545,35
75,16.619,-3.535,35
76,16.619,-2.525,35
77,16.619,-1.515,35
78,16.619,-0.505,35
79,16.619,0.505,35
80,16.619,1.515,35
81,16.619,2.525,35
82,16.619,3.535,35
83,16.619,4.545,35
84,16.619,5.555,35
85,16.619,6.565,35
86,16.619,7.575,35
87,16.619,8.585,35
88,16.619,9.595,35
89,15.7443,10.1,35
90,14.8697,10.605,35
91,13.995,11.11,35
92,13.1203,11.615,35
93,12.2456,12.12,35
94,11.3709,12.625,35
95,10.4962,13.13,35
96,9.62154,13.635,35
97,8.74686,14.14,35
98,7.87217,14.645,35
99,6.99749,15.15,35
100,6.1228,15.655,35
101,5.24811,16.16,35
102,4.37343,16.665,35
103,3.49874,17.17,35
104,2.62406,17.675,35
105,-2.62406,18.685,35
106,-3.49874,18.18,35
107,-4.37343,17.675,35
108,-5.24811,17.17,35
109,-6.1228,16.665,35
110,-6.99749,16.16,35
111,-7.87217,15.655,35
112,-8.74686,15.15,35
113,-9.62154,14.645,35
114,-10.4962,14.14,35
115,-11.3709,13.635,35
116,-12.2456,13.13,35
117,-13.1203,12.625,35
118,-13.995,12.12,35
119,-14.8697,11.615,35
120,-15.7443,11.11,35
121,-16.619,10.605,35
122,-17.4937,10.1,35
123,-17.4937,9.09,35
124,-17.4937,8.08,35
125,-17.4937,7.07,35
126,-17.4937,6.06,35
127,-17.4937,5.05,35
128,-17.4937,4.04,35
129,-17.4937,3.03,35
130,-17.4937,2.02,35
131,-17.4937,1.01,35
132,-17.4937,0,35
133,-17.4937,-1.01,35
134,-17.4937,-2.02,35
135,-17.4937,-3.03,35
136,-17.4937,-4.04,35
137,-17.4937,-5.05,35
138,-17.4937,-6.06,35
139,-17.4937,-7.07,35
140,-17.4937,-8.08,35
141,-17.4937,-9.09,35
